,entryClose,finalClose,maxClose,minClose,rangeHigh,rangeLow,signalCount,type
2012-04-03 09:35:00,618.70000000000016,618.70000000000016,618.70000000000016,608.63999999999999,609.28999999999996,600.38,3.0,1.0
2012-04-05 09:35:00,0.0,624.22000000000003,625.64999999999998,619.32560000000001,629.39999999999998,621.61000000000001,9.0,-1.0
2012-04-09 09:35:00,633.67999999999995,633.67999999999995,633.70000000000016,628.33000000000004,627.23000000000002,623.39999999999998,13.0,1.0
2012-04-10 09:35:00,637.77999999999997,636.23000000000002,639.59000000000003,633.34000000000003,633.68799999999999,625.29999999999995,12.0,1.0
2012-04-11 09:35:00,0.0,628.75,634.25999999999999,626.25,644.04999999999995,636.23000000000002,24.0,-1.0
2012-04-12 09:35:00,0.0,626.11000000000001,629.64999999999998,624.05999999999995,636.87,628.44000000000017,23.0,-1.0
2012-04-16 09:35:00,0.0,605.19000000000017,613.42999999999995,604.78999999999996,624.70000000000016,617.38999999999999,3.0,-1.0
2012-04-17 09:35:00,0.0,580.28999999999996,580.28999999999996,580.28999999999996,610.27999999999997,582.29999999999995,68.0,-1.0
2012-04-18 09:35:00,609.60900000000004,609.60900000000004,609.60900000000004,592.38220000000001,588.90999999999997,571.90999999999997,4.0,1.0
2012-04-19 09:35:00,0.0,608.26999999999998,615.10000000000002,603.58169999999996,620.25,609.58000000000004,17.0,-1.0
2012-04-20 09:35:00,0.0,587.74400000000003,597.34199999999998,585.11000000000001,608.34000000000003,596.30099999999982,27.0,-1.0
2012-04-23 09:35:00,0.0,572.45000000000016,581.69000000000017,571.37,594.17999999999995,582.12,33.0,-1.0
2012-04-24 09:35:00,0.0,571.99000000000001,575.07000000000016,560.29999999999995,576.66999999999996,565.21000000000004,9.0,-1.0
2012-04-25 09:35:00,0.0,560.28999999999996,563.47000000000003,555.23320000000001,572.0,558.78229999999996,36.0,-1.0
2012-04-27 09:35:00,0.0,607.42999999999995,610.0,602.69000000000017,614.69000000000017,607.50999999999999,10.0,-1.0
