,entryClose,finalClose,maxClose,minClose,rangeHigh,rangeLow,signalCount,type
2012-05-02 09:35:00,594.99000000000001,582.13,595.86000000000001,582.13,592.44000000000017,581.23000000000002,3.0,1.0
2012-05-04 09:35:00,0.0,581.74199999999996,585.30989999999997,580.29999999999995,591.39999999999998,585.90999999999997,17.0,-1.0
2012-05-07 09:35:00,0.0,565.23000000000002,571.13999999999999,565.23000000000002,581.82000000000016,571.25,4.0,-1.0
2012-05-09 09:35:00,0.0,568.15999999999997,570.23000000000002,560.0,571.5,563.62,4.0,-1.0
2012-05-10 09:35:00,573.39999999999998,569.25,573.39999999999998,568.83000000000004,568.17999999999995,561.40999999999997,35.0,1.0
2012-05-14 09:35:00,571.5,566.71000000000004,572.12779999999998,566.28999999999996,571.27999999999997,564.35000000000002,5.0,1.0
2012-05-15 09:35:00,0.0,558.19000000000005,561.20000000000005,557.91999999999996,567.50999999999999,562.5,28.0,-1.0
2012-05-16 09:35:00,0.0,553.11000000000001,555.49000000000001,551.96000000000004,561.79999999999995,556.75,42.0,-1.0
2012-05-17 09:35:00,0.0,546.04999999999995,552.75,541.63,556.88999999999999,552.39999999999998,11.0,-1.0
2012-05-18 09:35:00,0.0,530.13,537.65999999999997,530.13,547.5,537.04999999999995,17.0,-1.0
2012-05-21 09:35:00,539.15999999999997,530.14999999999998,542.94230000000005,530.13999999999999,535.88999999999999,528.65999999999997,3.0,1.0
2012-05-22 09:35:00,560.09000000000003,561.27999999999997,561.27999999999997,541.90999999999997,539.12,530.11000000000001,4.0,1.0
2012-05-23 09:35:00,0.0,556.82799999999997,556.82799999999997,552.73000000000002,573.88,561.19200000000001,42.0,-1.0
2012-05-24 09:35:00,572.48000000000002,570.30999999999995,572.48000000000002,559.77999999999997,561.38,553.23000000000002,35.0,1.0
2012-05-25 09:35:00,0.0,565.32000000000016,565.32000000000016,562.13999999999999,576.5,566.04999999999995,44.0,-1.0
2012-05-30 09:35:00,572.61199999999997,572.26999999999998,572.61199999999997,565.64999999999998,571.0,562.28999999999996,16.0,1.0
2012-05-31 09:35:00,579.42499999999995,579.00999999999999,579.42499999999995,572.68169999999998,572.44200000000001,566.55999999999995,27.0,1.0
