,entryClose,finalClose,maxClose,minClose,rangeHigh,rangeLow,signalCount,type
2012-01-04 09:40:00,412.37119999999999,411.01999999999998,412.37119999999999,409.25,411.68000000000001,405.0,4.0,1.0
2012-01-05 09:35:00,414.20999999999998,413.44,414.49000000000001,412.86000000000001,411.55000000000001,409.27999999999997,12.0,1.0
2012-01-06 09:35:00,417.87,417.95999999999998,418.38,415.75,415.62,412.67000000000002,22.0,1.0
2012-01-09 09:35:00,422.58999999999997,422.44,422.58999999999997,421.31999999999999,421.47000000000003,419.22000000000003,26.0,1.0
2012-01-10 09:35:00,427.548,421.62,426.68000000000001,421.62,426.76999999999998,422.31,8.0,1.0
2012-01-18 09:35:00,425.85000000000002,424.69999999999999,425.89999999999998,423.20999999999998,425.19,423.39999999999998,4.0,1.0
2012-01-19 09:35:00,429.08999999999997,429.08999999999997,429.30000000000001,428.07999999999998,428.07999999999998,426.30000000000001,22.0,1.0
2012-01-20 09:35:00,0.0,427.63,427.63,427.63,431.36900000000003,428.19999999999999,32.0,-1.0
2012-01-23 09:35:00,0.0,420.30800000000005,421.98000000000002,420.12,427.63,423.12,29.0,-1.0
2012-01-25 09:35:00,0.0,420.44999999999999,423.12,419.64999999999998,427.56,423.16000000000003,29.0,-1.0
2012-01-27 09:35:00,0.0,444.63,445.32010000000002,443.25,448.79000000000002,445.88,16.0,-1.0
2012-01-30 09:35:00,448.42000000000002,447.43000000000001,447.88999999999999,447.43000000000001,447.19999999999999,443.76999999999998,37.0,1.0
2012-01-31 09:35:00,453.00999999999999,453.00999999999999,453.69749999999999,449.67000000000002,448.68000000000001,445.38999999999999,3.0,1.0
