,close,high,low,open
2012-06-01 09:30:00,569.0,569.0,569.0,569.0
2012-06-01 09:35:00,571.08000000000004,571.27999999999997,568.0,569.15999999999997
2012-06-01 09:40:00,570.41999999999996,571.39999999999998,569.35000000000002,571.16999999999996
2012-06-01 09:45:00,569.70600000000002,570.42999999999995,569.11000000000001,570.38
2012-06-01 09:50:00,570.31799999999998,570.79999999999995,569.12220000000002,569.70900000000006
2012-06-01 09:55:00,570.33000000000004,571.21000000000004,569.54999999999995,570.28999999999996
2012-06-01 10:00:00,570.41999999999996,570.70000000000005,570.0,570.46000000000004
2012-06-01 10:05:00,572.30999999999995,572.64999999999998,570.02999999999997,570.41999999999996
2012-06-01 10:10:00,571.82000000000005,572.57780000000002,569.96569999999997,572.39599999999996
2012-06-01 10:15:00,571.0,572.17999999999995,571.0,571.82000000000005
2012-06-01 10:20:00,571.22000000000003,571.71000000000004,570.5,571.01999999999998
2012-06-01 10:25:00,570.54999999999995,571.24000000000001,569.79999999999995,571.24000000000001
2012-06-01 10:30:00,569.92999999999995,570.80999999999995,569.27999999999997,570.54999999999995
2012-06-01 10:35:00,568.77999999999997,569.99000000000001,568.07000000000005,569.86000000000001
2012-06-01 10:45:00,569.29999999999995,569.53999999999996,568.32000000000005,568.78800000000001
2012-06-01 10:50:00,569.63,569.88999999999999,568.54999999999995,569.29499999999996
2012-06-01 10:55:00,569.07000000000005,570.10000000000002,568.83000000000004,569.76999999999998
2012-06-01 11:00:00,569.05999999999995,569.5,568.5,568.97000000000003
2012-06-01 11:10:00,567.74000000000001,569.24000000000001,567.59000000000003,569.13
2012-06-01 11:15:00,567.79999999999995,568.08000000000004,567.37099999999998,567.74000000000001
2012-06-01 11:20:00,568.29999999999995,568.70900000000006,567.75,567.78999999999996
2012-06-01 11:25:00,568.11000000000001,569.14999999999998,568.11000000000001,568.28999999999996
2012-06-01 11:30:00,568.37,568.79999999999995,567.79999999999995,568.08000000000004
2012-06-01 11:40:00,567.51999999999998,568.64999999999998,567.40999999999997,568.37
2012-06-01 11:50:00,565.95000000000005,567.75,565.65999999999997,567.50999999999999
2012-06-01 11:55:00,567.12,567.30999999999995,565.84000000000003,565.91999999999996
2012-06-01 12:00:00,566.34500000000003,567.11500000000001,566.12,567.08000000000004
2012-06-01 12:05:00,567.14800000000002,567.20000000000005,566.08000000000004,566.34500000000003
2012-06-01 12:10:00,567.09010000000001,567.30999999999995,566.65999999999997,567.01999999999998
2012-06-01 12:15:00,567.64999999999998,567.87,566.79999999999995,567.15999999999997
2012-06-01 12:20:00,567.04989999999998,567.74000000000001,566.61000000000001,567.64999999999998
2012-06-01 12:35:00,566.77999999999997,567.30999999999995,566.33000000000004,567.04999999999995
2012-06-01 12:45:00,566.32000000000005,567.10000000000002,566.0,566.74000000000001
2012-06-01 12:50:00,566.80999999999995,567.10000000000002,566.27999999999997,566.32000000000005
2012-06-01 13:00:00,566.20000000000005,567.11000000000001,566.20000000000005,566.80999999999995
2012-06-01 13:05:00,566.01999999999998,566.66669999999999,565.65999999999997,566.20000000000005
2012-06-01 13:10:00,565.29999999999995,566.13999999999999,565.25999999999999,566.05999999999995
2012-06-01 13:25:00,565.27999999999997,566.89999999999998,565.0,565.25999999999999
2012-06-01 13:30:00,564.53999999999996,565.48779999999999,564.5,565.27999999999997
2012-06-01 13:40:00,563.37,564.74779999999998,563.25,564.55999999999995
2012-06-01 13:45:00,564.09000000000003,564.09000000000003,562.79999999999995,563.37
2012-06-01 14:05:00,562.88599999999997,564.30999999999995,562.75,564.08780000000002
2012-06-01 14:15:00,561.65999999999997,563.08240000000001,561.63,562.928
2012-06-01 14:20:00,561.41780000000006,561.95540000000005,560.51999999999998,561.65999999999997
2012-06-01 14:25:00,563.38999999999999,563.47000000000003,561.36000000000001,561.45000000000005
2012-06-01 14:30:00,562.52999999999997,563.55999999999995,562.50999999999999,563.37
2012-06-01 14:35:00,563.71000000000004,563.78999999999996,562.5,562.52999999999997
2012-06-01 14:40:00,564.12800000000004,564.23000000000002,563.21000000000004,563.59000000000003
2012-06-01 14:45:00,564.03199999999993,564.16999999999996,563.46000000000004,564.13999999999999
2012-06-01 14:55:00,562.25,565.94719999999995,562.17999999999995,563.95000000000005
2012-06-01 15:00:00,562.60000000000002,562.92930000000001,561.70000000000005,562.24000000000001
2012-06-01 15:05:00,562.09000000000003,562.73000000000002,561.58000000000004,562.60000000000002
2012-06-01 15:10:00,563.41999999999996,563.67999999999995,561.89999999999998,562.10000000000002
2012-06-01 15:15:00,562.52599999999995,563.86000000000001,562.36000000000001,563.38
2012-06-01 15:20:00,562.05949999999996,563.19000000000005,561.79999999999995,562.74000000000001
2012-06-01 15:30:00,561.89999999999998,562.85000000000002,561.5,562.24000000000001
2012-06-01 15:40:00,561.5,562.57000000000005,561.25,561.88999999999999
2012-06-01 15:45:00,560.76999999999998,561.76999999999998,560.54999999999995,561.5
2012-06-01 15:50:00,561.10000000000002,561.88999999999999,560.72000000000003,560.76999999999998
2012-06-01 15:55:00,561.40999999999997,561.70000000000005,560.92999999999995,561.10000000000002
2012-06-01 16:00:00,561.04999999999995,561.79999999999995,561.0,561.40999999999997
2012-06-04 09:35:00,564.62,564.66999999999996,560.53999999999996,561.04999999999995
2012-06-04 09:40:00,563.46000000000004,565.79999999999995,563.28999999999996,564.62
2012-06-04 09:45:00,562.90999999999997,565.29999999999995,561.5,563.42999999999995
2012-06-04 09:50:00,557.69500000000005,562.92999999999995,556.26099999999997,562.90999999999997
2012-06-04 09:55:00,556.66999999999996,558.93640000000005,554.50999999999999,557.72000000000003
2012-06-04 10:00:00,554.97000000000003,561.39999999999998,553.76999999999998,556.55999999999995
2012-06-04 10:05:00,550.76999999999998,555.0,550.28999999999996,554.54999999999995
2012-06-04 10:10:00,552.05999999999995,563.25,548.5,550.76999999999998
2012-06-04 10:15:00,555.20000000000005,555.38999999999999,551.96000000000004,552.20000000000005
2012-06-04 10:20:00,555.36800000000005,556.46000000000004,554.12800000000004,555.12
2012-06-04 10:25:00,552.27999999999997,555.98000000000002,552.26999999999998,555.37
2012-06-04 10:30:00,554.07000000000005,554.97000000000003,552.26999999999998,552.27999999999997
2012-06-04 10:35:00,555.97000000000003,556.41999999999996,553.19000000000005,554.15999999999997
2012-06-04 10:40:00,555.97000000000003,557.84990000000005,555.09220000000005,555.75999999999999
2012-06-04 10:45:00,555.04999999999995,557.48000000000002,555.00999999999999,555.97000000000003
2012-06-04 10:50:00,555.73000000000002,555.73000000000002,553.38999999999999,555.04999999999995
2012-06-04 10:55:00,556.61900000000003,557.62990000000002,555.58010000000002,555.85000000000002
2012-06-04 11:00:00,556.0,558.69989999999996,555.71000000000004,556.45000000000005
2012-06-04 11:05:00,556.49000000000001,557.16999999999996,555.99000000000001,556.21500000000003
2012-06-04 11:10:00,554.03999999999996,556.48500000000001,553.44000000000005,556.48500000000001
2012-06-04 11:20:00,552.71780000000001,556.76999999999998,552.16999999999996,553.82000000000005
2012-06-04 11:25:00,553.59000000000003,554.35000000000002,552.51009999999997,552.51009999999997
2012-06-04 11:30:00,552.71000000000004,554.42999999999995,552.61000000000001,553.69500000000005
2012-06-04 11:40:00,554.09000000000003,554.39999999999998,552.69000000000005,552.69949999999994
2012-06-04 11:45:00,552.04999999999995,554.13,552.0,554.09000000000003
2012-06-04 11:50:00,552.75,553.02999999999997,551.23000000000002,552.09400000000005
2012-06-04 12:00:00,550.72000000000003,552.98000000000002,550.71000000000004,552.74000000000001
2012-06-04 12:05:00,552.46000000000004,552.75,550.60000000000002,550.71000000000004
2012-06-04 12:10:00,551.79999999999995,552.54999999999995,551.50999999999999,552.33000000000004
2012-06-04 12:15:00,550.50999999999999,552.12,550.5,551.79999999999995
2012-06-04 12:20:00,550.99000000000001,551.33000000000004,550.25,550.51999999999998
2012-06-04 12:25:00,550.46000000000004,551.44000000000005,550.21000000000004,550.99000000000001
2012-06-04 12:30:00,550.21000000000004,550.78999999999996,549.5,550.46000000000004
2012-06-04 12:45:00,552.11000000000001,552.79999999999995,549.72000000000003,550.30999999999995
2012-06-04 12:55:00,551.798,552.75,550.89999999999998,552.11000000000001
2012-06-04 13:05:00,555.39400000000001,555.39999999999998,551.50300000000004,551.70000000000005
2012-06-04 13:10:00,553.29999999999995,555.54999999999995,552.74000000000001,555.39999999999998
2012-06-04 13:30:00,552.71000000000004,554.94780000000003,551.62,553.26499999999999
2012-06-04 13:40:00,554.74000000000001,555.20000000000005,552.32000000000005,552.73000000000002
2012-06-04 13:45:00,554.40999999999997,554.99000000000001,553.79999999999995,554.74000000000001
2012-06-04 14:00:00,557.0,557.10000000000002,553.87,554.42999999999995
2012-06-04 14:10:00,557.03999999999996,557.5,555.74000000000001,557.0
2012-06-04 14:20:00,559.10900000000004,559.73000000000002,556.73000000000002,557.04999999999995
2012-06-04 14:25:00,561.55799999999999,561.70000000000005,558.82000000000005,559.27999999999997
2012-06-04 14:30:00,560.5,561.53800000000001,560.25,561.36000000000001
2012-06-04 14:35:00,562.34000000000003,567.5,559.25,560.41999999999996
2012-06-04 14:40:00,563.53999999999996,563.97000000000003,560.99159999999995,562.35000000000002
2012-06-04 14:45:00,563.89999999999998,565.27199999999993,562.94000000000005,563.50999999999999
2012-06-04 14:55:00,563.94000000000005,564.428,561.41999999999996,563.89999999999998
2012-06-04 15:00:00,561.65499999999997,563.98000000000002,561.55999999999995,563.98000000000002
2012-06-04 15:05:00,562.22000000000003,562.82000000000005,561.57100000000003,561.72000000000003
2012-06-04 15:10:00,561.01999999999998,562.88999999999999,560.75999999999999,562.29999999999995
2012-06-04 15:15:00,560.03800000000001,561.10400000000004,559.35000000000002,561.0
2012-06-04 15:20:00,560.62,560.90999999999997,558.26999999999998,560.05999999999995
2012-06-04 15:25:00,560.01999999999998,560.75,559.12,560.67999999999995
2012-06-04 15:30:00,561.00999999999999,561.5,558.79999999999995,559.92999999999995
2012-06-04 15:40:00,560.13,561.01999999999998,558.62,561.00999999999999
2012-06-04 15:45:00,561.63,561.63,559.89999999999998,560.15999999999997
2012-06-04 15:50:00,562.83000000000004,562.89999999999998,561.25999999999999,561.64999999999998
2012-06-04 15:55:00,563.70000000000005,564.25,562.0,562.83000000000004
2012-06-04 16:00:00,564.27999999999997,564.33000000000004,562.78999999999996,563.70000000000005
2012-06-05 09:35:00,563.74000000000001,564.28999999999996,560.60000000000002,564.27999999999997
2012-06-05 09:40:00,563.83000000000004,565.75,563.53800000000001,563.69000000000005
2012-06-05 09:45:00,564.07000000000005,565.45000000000005,563.33000000000004,563.83000000000004
2012-06-05 09:50:00,565.86000000000001,566.25,564.0,564.0
2012-06-05 09:55:00,564.84000000000003,566.37,564.0,565.86000000000001
2012-06-05 10:00:00,563.22500000000002,565.26999999999998,562.64999999999998,564.83989999999994
2012-06-05 10:05:00,564.125,566.47000000000003,563.16999999999996,563.16999999999996
2012-06-05 10:15:00,564.13999999999999,564.70000000000005,562.63999999999999,564.23199999999997
2012-06-05 10:20:00,563.25,565.35000000000002,563.13999999999999,564.13999999999999
2012-06-05 10:25:00,562.64999999999998,564.53999999999996,562.45000000000005,563.42780000000005
2012-06-05 10:30:00,562.36000000000001,563.37,561.65099999999995,562.63999999999999
2012-06-05 10:35:00,562.08000000000004,562.57000000000005,560.87,562.47000000000003
2012-06-05 10:45:00,562.71000000000004,562.87,561.30999999999995,562.00999999999999
2012-06-05 11:00:00,562.60000000000002,563.76999999999998,561.72000000000003,562.72000000000003
2012-06-05 11:05:00,562.46500000000003,562.79999999999995,562.12,562.60000000000002
2012-06-05 11:10:00,563.07000000000005,563.40999999999997,562.45000000000005,562.5915
2012-06-05 11:15:00,564.33000000000004,564.41989999999998,562.76969999999994,562.99000000000001
2012-06-05 11:20:00,564.69000000000005,564.78899999999999,563.64999999999998,564.34000000000003
2012-06-05 11:25:00,563.75999999999999,564.79499999999996,563.65999999999997,564.69000000000005
2012-06-05 11:40:00,561.20000000000005,564.18200000000002,561.03999999999996,563.75999999999999
2012-06-05 11:55:00,562.0,562.20000000000005,560.29999999999995,561.17999999999995
2012-06-05 12:00:00,561.28779999999995,562.25,560.87,562.0
2012-06-05 12:15:00,561.09100000000001,562.54999999999995,561.04999999999995,561.27999999999997
2012-06-05 12:20:00,560.00999999999999,561.26499999999999,559.22000000000003,561.17999999999995
2012-06-05 12:25:00,558.80999999999995,560.19000000000005,558.33000000000004,560.0
2012-06-05 12:30:00,559.63999999999999,559.88999999999999,558.70000000000005,558.79999999999995
2012-06-05 12:40:00,561.26199999999994,562.28999999999996,559.63,559.63999999999999
2012-06-05 12:45:00,560.59000000000003,561.48000000000002,559.82000000000005,561.32989999999995
2012-06-05 12:50:00,559.88999999999999,561.22000000000003,559.75,560.59000000000003
2012-06-05 12:55:00,560.53800000000001,561.19000000000005,559.80999999999995,560.0
2012-06-05 13:00:00,560.75999999999999,561.18899999999996,560.31970000000001,560.62
2012-06-05 13:10:00,560.46990000000005,560.95000000000005,560.20000000000005,560.76499999999999
2012-06-05 13:40:00,561.14999999999998,562.0,558.87,560.46780000000001
2012-06-05 13:45:00,561.58000000000004,561.72000000000003,560.66999999999996,561.14999999999998
2012-06-05 14:00:00,562.73000000000002,563.37,561.59300000000007,561.69000000000005
2012-06-05 14:05:00,562.05999999999995,562.73000000000002,561.5,562.73000000000002
2012-06-05 14:10:00,562.98000000000002,563.17999999999995,562.04999999999995,562.04999999999995
2012-06-05 14:15:00,563.73000000000002,563.73000000000002,562.69110000000001,562.99779999999998
2012-06-05 14:25:00,563.90999999999997,564.28999999999996,562.89999999999998,563.67999999999995
2012-06-05 14:40:00,562.76300000000003,564.25,562.54999999999995,563.90999999999997
2012-06-05 14:45:00,562.66989999999998,563.27999999999997,562.20000000000005,562.66999999999996
2012-06-05 15:40:00,564.44000000000005,564.5,561.74000000000001,562.54999999999995
2012-06-05 15:45:00,563.53999999999996,564.96000000000004,563.52999999999997,564.44000000000005
2012-06-05 15:50:00,563.12,563.95000000000005,562.91999999999996,563.52999999999997
2012-06-05 15:55:00,564.19000000000005,564.36000000000001,563.07500000000005,563.13
2012-06-05 16:00:00,562.67999999999995,564.25999999999999,562.67999999999995,564.19200000000001
2012-06-06 09:35:00,566.0,568.0,562.67999999999995,562.70000000000005
2012-06-06 09:40:00,566.82000000000005,567.84000000000003,565.5,565.89999999999998
2012-06-06 09:45:00,568.19000000000005,568.41999999999996,566.71000000000004,566.78999999999996
2012-06-06 09:50:00,568.02999999999997,568.63,567.65999999999997,568.14999999999998
2012-06-06 09:55:00,569.65999999999997,569.65999999999997,567.32799999999997,568.09000000000003
2012-06-06 10:00:00,569.08000000000004,569.75,569.0,569.64999999999998
2012-06-06 10:05:00,568.75,569.69000000000005,568.62,569.08000000000004
2012-06-06 10:10:00,568.95000000000005,569.25,568.29999999999995,568.75
2012-06-06 10:20:00,570.85000000000002,571.35000000000002,568.76999999999998,568.92999999999995
2012-06-06 10:25:00,569.94399999999996,570.91999999999996,569.75999999999999,570.91999999999996
2012-06-06 10:30:00,570.26220000000001,570.39999999999998,569.88999999999999,570.0
2012-06-06 10:35:00,570.92999999999995,570.95000000000005,570.25999999999999,570.33000000000004
2012-06-06 10:40:00,572.0,572.05999999999995,570.71000000000004,570.95000000000005
2012-06-06 10:45:00,571.92999999999995,572.21000000000004,569.01999999999998,572.01599999999996
2012-06-06 10:50:00,572.57000000000005,572.82000000000005,571.70000000000005,571.92999999999995
2012-06-06 10:55:00,572.95000000000005,573.85000000000002,572.5,572.50999999999999
2012-06-06 11:05:00,572.5,573.5,572.14999999999998,572.95000000000005
2012-06-06 11:10:00,572.25999999999999,572.92520000000002,572.00999999999999,572.5
2012-06-06 11:15:00,573.01999999999998,573.02999999999997,572.20000000000005,572.33000000000004
2012-06-06 11:30:00,573.14499999999998,573.21000000000004,572.11000000000001,573.01499999999999
2012-06-06 11:35:00,572.83140000000003,573.20000000000005,572.58000000000004,573.15499999999997
2012-06-06 11:40:00,573.13,573.28999999999996,572.64999999999998,572.95000000000005
2012-06-06 11:45:00,572.79999999999995,573.42780000000005,572.71000000000004,573.10000000000002
2012-06-06 11:50:00,572.66999999999996,573.10000000000002,572.11000000000001,572.79999999999995
2012-06-06 11:55:00,570.84000000000003,572.95000000000005,570.78999999999996,572.69799999999998
2012-06-06 12:05:00,571.84000000000003,572.13,570.79999999999995,570.85000000000002
2012-06-06 12:10:00,571.89999999999998,572.16999999999996,571.54999999999995,571.92999999999995
2012-06-06 12:15:00,572.0,572.5,571.71000000000004,571.80999999999995
2012-06-06 12:20:00,572.11000000000001,572.64999999999998,572.00999999999999,572.12
2012-06-06 12:45:00,572.65999999999997,572.85000000000002,571.60000000000002,572.14999999999998
2012-06-06 13:05:00,571.88779999999997,572.84000000000003,571.64499999999998,572.66999999999996
2012-06-06 13:10:00,571.94000000000005,572.02999999999997,571.46000000000004,571.84029999999996
2012-06-06 13:15:00,571.52800000000002,571.98000000000002,571.47000000000003,571.89999999999998
2012-06-06 13:20:00,570.96000000000004,571.63,570.51999999999998,571.52999999999997
2012-06-06 13:25:00,570.95000000000005,571.30999999999995,570.5,570.96000000000004
2012-06-06 13:30:00,571.70000000000005,571.86000000000001,570.65999999999997,570.95000000000005
2012-06-06 13:45:00,571.25999999999999,572.10000000000002,571.08000000000004,571.71000000000004
2012-06-06 13:50:00,571.45000000000005,571.70000000000005,571.10000000000002,571.25999999999999
2012-06-06 14:00:00,571.30999999999995,571.54899999999998,571.20000000000005,571.45000000000005
2012-06-06 14:10:00,570.75,571.88999999999999,570.75,571.29999999999995
2012-06-06 14:15:00,569.74000000000001,570.75,569.58000000000004,570.75
2012-06-06 14:20:00,570.10000000000002,570.30780000000004,569.05999999999995,569.70100000000002
2012-06-06 14:30:00,571.12,571.29999999999995,569.74300000000005,570.16800000000001
2012-06-06 14:35:00,571.95000000000005,572.11000000000001,570.51999999999998,571.12
2012-06-06 14:40:00,571.40999999999997,572.36000000000001,571.38999999999999,571.94100000000003
2012-06-06 15:05:00,571.90999999999997,572.34000000000003,571.26220000000001,571.39999999999998
2012-06-06 15:10:00,571.95400000000006,572.16999999999996,571.65999999999997,571.97000000000003
2012-06-06 15:15:00,571.601,572.21000000000004,571.55999999999995,571.952
2012-06-06 15:20:00,570.08000000000004,571.74000000000001,570.0,571.66999999999996
2012-06-06 15:25:00,570.32000000000005,570.75,569.99000000000001,570.09000000000003
2012-06-06 15:30:00,570.48000000000002,570.89999999999998,570.30999999999995,570.32000000000005
2012-06-06 15:40:00,570.91999999999996,571.33000000000004,570.21000000000004,570.48000000000002
2012-06-06 15:45:00,571.91899999999998,572.0,570.72000000000003,570.87
2012-06-06 15:50:00,571.12,572.14999999999998,571.0,571.91999999999996
2012-06-06 15:55:00,571.64999999999998,571.69000000000005,571.07370000000003,571.12
2012-06-06 16:00:00,571.73000000000002,571.86000000000001,569.12,571.69000000000005
2012-06-07 09:35:00,574.87,577.32000000000005,571.73000000000002,571.73000000000002
2012-06-07 09:40:00,574.96450000000004,575.94000000000005,574.03999999999996,575.01999999999998
2012-06-07 09:45:00,575.94000000000005,576.44000000000005,574.5,574.98990000000003
2012-06-07 10:00:00,576.23500000000001,576.65999999999997,575.64999999999998,575.85000000000002
2012-06-07 10:05:00,574.91999999999996,576.48000000000002,574.32000000000005,576.17999999999995
2012-06-07 10:15:00,573.60000000000002,575.95000000000005,572.86000000000001,574.952
2012-06-07 10:20:00,573.54999999999995,574.0,573.03219999999999,573.60000000000002
2012-06-07 10:35:00,574.28999999999996,575.84230000000002,572.80999999999995,573.60000000000002
2012-06-07 10:40:00,573.51999999999998,574.58199999999999,573.5,574.29199999999992
2012-06-07 10:45:00,573.33000000000004,577.10000000000002,573.20000000000005,573.63999999999999
2012-06-07 10:50:00,571.95000000000005,573.75,571.51999999999998,573.32000000000005
2012-06-07 11:10:00,573.08000000000004,573.40999999999997,570.5,571.96000000000004
2012-06-07 11:25:00,572.75,573.25,572.0,573.11000000000001
2012-06-07 11:30:00,572.90999999999997,573.42989999999998,572.71220000000005,572.76999999999998
2012-06-07 11:35:00,573.0,573.36000000000001,572.13999999999999,572.89999999999998
2012-06-07 11:45:00,574.47000000000003,574.48000000000002,573.0,573.01999999999998
2012-06-07 11:50:00,574.08000000000004,574.5,573.25,574.49000000000001
2012-06-07 12:00:00,573.50999999999999,574.86000000000001,573.47000000000003,574.24000000000001
2012-06-07 12:15:00,573.75,573.75,572.60000000000002,573.51999999999998
2012-06-07 12:25:00,573.63,574.59000000000003,573.20000000000005,573.76999999999998
