,entryClose,finalClose,maxClose,minClose,rangeHigh,rangeLow,signalCount,type
2012-02-03 09:35:00,0.0,455.05000000000001,455.17000000000002,453.99000000000001,457.17000000000002,455.13999999999999,15.0,-1.0
2012-02-06 09:35:00,459.67000000000002,459.64999999999998,459.93000000000001,458.06,457.44999999999999,455.12,4.0,1.0
2012-02-07 09:35:00,463.69499999999999,463.86000000000001,464.85000000000002,462.27999999999997,461.27999999999997,458.20100000000002,6.0,1.0
2012-02-08 09:35:00,469.38999999999999,468.81,469.56,467.49000000000001,466.89999999999998,464.58100000000002,12.0,1.0
2012-02-09 09:35:00,476.67000000000002,476.67000000000002,476.67000000000002,470.96359999999999,473.0,469.69999999999999,3.0,1.0
2012-02-10 09:35:00,493.17000000000002,493.17000000000002,496.18000000000001,488.44,486.01999999999998,480.55000000000001,10.0,1.0
2012-02-15 09:35:00,509.42000000000002,509.42000000000002,509.42000000000002,506.92399999999998,505.23000000000002,502.0,47.0,1.0
2012-02-16 09:35:00,524.39999999999998,497.38,526.08000000000004,497.38,518.54999999999995,509.41000000000003,11.0,1.0
2012-02-17 09:35:00,502.55000000000001,502.55000000000001,504.38999999999999,499.81999999999999,497.69,486.63,38.0,1.0
2012-02-21 09:35:00,0.0,502.12,503.12,500.45010000000002,507.76999999999998,501.69999999999999,35.0,-1.0
2012-02-22 09:35:00,514.64999999999998,514.64999999999998,514.64999999999998,506.81999999999999,507.68000000000001,502.12,7.0,1.0
2012-02-24 09:35:00,517.01499999999999,516.31100000000004,517.322,511.029,516.22000000000003,511.48230000000001,14.0,1.0
2012-02-27 09:35:00,522.40999999999997,522.40999999999997,522.82000000000005,520.27769999999998,521.10000000000002,516.38999999999999,25.0,1.0
2012-02-28 09:35:00,526.80999999999995,525.80999999999995,528.18849999999998,523.61000000000001,522.40999999999997,516.27999999999997,15.0,1.0
2012-02-29 09:35:00,535.40999999999997,535.40999999999997,535.40999999999997,531.5,531.0,525.75999999999999,7.0,1.0
